;date;snippet
167;December 18, 2020;"Não percebi nenhuma mudança, o que era pra ta bonito era a funcionalidade e a agilidade, continua um ""elefante fazendo caminhada""..! No lugar desse bonekinho o que mais combinaria com a empresa seria um elefante, viu.. pq é lamentável até as ligações q a gente faz pra central. 2 estrelas pq enfim eu consegui enviar internet depois de tanto tentar!"
168;January 21, 2023;Horrível se vc cadastrar o fixo ele não te dá opção ver nada do vivo fixo, uma luta para pegar a segunda via da conta vivo fixo. E eles insistem para vc que está no APP, mas simplesmente não aparece. É como se eu não tivesse o telefone fixo. Na aba meu plano só aparece o móvel não da nenhuma opção para o fixo
169;November 09, 2020;"Frustante! O app é lento, demora para abrir a página de entrada., fica muuuuuito tempo ""estamos carregando suas informações"" e não abre, fecha do nada e não consigo visualizar nada relativo ao plano."
170;May 13, 2025;Precisa ser mais repido na confirmação do pagamento via pix.
171;April 03, 2020;Onde está a parte de troca ou cancelamento de planos desse App? Liguei na Vivo e fui informada que tem mas não tem não. Eu gosto de fazer tudo pelo App e infelizmente tive que entrar em contato com a Central de atendimento *8486 para obter maiores informações. E nessa crise seria bom vocês deixarem nossa vida um pouco mais fácil pra podermos fazer pelo Aplicativo.
172;May 04, 2021;Olha, pior operadora de todas. Possuo um plano CARO onde a internet não funciona, a rede fica sem sinal a maior parte do tempo. Não recomendo!!! A pior coisa foi ter mudado da minha operadora antiga para ir para vivo. Irei cancelar esse plano!!!!
173;February 16, 2021;Não funciona!!!! Só funciona coisas inúteis e que façam você comprar ou gastar mais. Informações relevantes sobre sua conta e suporte para retirar os pacotes que vocês adicionam no plano sem autorização, não funciona!
174;October 03, 2022;Só uso esse aplicativo para pagar minha conta. E todo mês, SEMPRE DÁ PROBLEMA. Sempre está fora do ar, dá erro, é uma zona. Provavelmente, deve ser uma política para deixar o cliente atrasar a conta ou para forçar a adesão ao débito automático.
175;November 10, 2023;Simplesmente não estou conseguindo entrar na minha conta no aplicativo, eu tentei redefinir a senha e informa que meu CPF não está registrado no sistema, sendo que acabei de assinar um pacote pelo aplicativo e sai e entrei de novo pra atualizar o pacote, mas não consegui entrar mais, entrei em contato com uma atendente da vivo e ela apenas me informou que era um Bug no aplicativo e que eu teria que esperar 24 horas pra tentar entrar novamente.
176;September 12, 2024;"App bem intuitivo, fácil de usar. Única coisa que eu acho que pode melhorar é o detalhamento das faturas. Tem a opção ""detalhes da fatura"" mas não aparece muitas informações lá. Mas fora isso, o APP é ótimo!"
177;August 31, 2020;Infelizmente quase sempre quando entro no aplicativo, ele fica dando falha, e quando tento compartilhar minha internet fica dando erro, esse tipo de problema deixa o cliente extremamente desmotivado com a operadora.
178;January 05, 2023;Operadora está muito ruin, faz a ligação para a central e fica 30 minutos para ser atendido, sinal de Internet está péssimo, pelo app não resolve nada, e só chover que não faz ligação e nem consegue usar dados moveis da operadora vivo, precisa melhorar muito
179;March 20, 2025;Eu sempre que preciso de alguma informação,o meu Vivo está a disposição em realizar o meu pedido.
180;August 17, 2020;App terrível, pra carregar os dados do plano de Internet demora uma eternidade, isso quando carrega por que na maioria das vezes dá erro, isso te faz desistir de manter um lixo em forma de aplicativo desses instalado em seu celular Já está na minha lista de piores aplicativos que já baixei na minha vida!
181;January 10, 2022;Impossivel encontrar a segunda via da conta usando o aplicativo. Pessimo custo beneficio, levando em consideraçao que nao tem chat online disponivel. Assistencia tecnica zero. Acessibilidade, zero tambem. Se alguem puder, por gentileza, entrar em contato, seria extremamente interessante e util.
182;September 30, 2020;A Vivo é péssima! Infelizmente sou obrigado a usá-la! Este app é um lixo também! Nunca funcionou! Não mostra minhas informações de saldo e consumo, pq será né? Pra esconder o tanto que roubam! Fiz uma recarga de 15,00 ontem à tarde, não fiz nenhuma ligação e nem usei a Internet, hoje ao fazer minha primeira ligação ouvi a msg de que meu saldo está abaixo de 2,00. Como pode isso? Liguei no *8486 pra procurar informações e fiquei 40min esperando ouvindo aquela musiquinha chata até desistir. 0⭐
183;May 14, 2022;Melhorou bastante. Foi ótimo ter juntado contas de celular e internet/tv no mesmo app, e para pegar informações da conta funciona bem. A parte de compras é muito ruim, lenta, filtros não funcionam.
184;October 05, 2020;Muito ruim, o app não tem a opção de migrar o plano controle para pré-pago o que deixa a vida do consumidor refém de resolver isso pelo telemarketing já fiquei mais de uma hora hoje tentando migrar pra o pré-pago mas antes de finalizar a ligação caía!
185;March 23, 2024;Realmente o app é muito bom tem muitos benefícios e um deles é tirar a paciência do Cidadão Agora entendi porque eles pedem para conectar o número nesses apps deles que você cancelar o plano recebe um monte de ligação sem motivo nenhum e sem fundação aconselho para os senhores ou as senhoras que for Baixar o app tomar muito cuidado Porque contratar por aqui não se agrada do plano e cancelar pode ter certeza que vocês vão receber muitas e muitas ligações assim como eu meu queridos......😡😡😡😡🤬
186;June 27, 2021;É impossível acompanhar o consumo de dados pelo aplicativo. Pq ele simplesmente fica mais fora do ar do que qq outra coisa. Parece APP de amador. Estou a 4 dias tentando acessar e nada! Melhor migrar para outra operadora mesmo...
187;November 01, 2022;Seria excelente se o aplicativo funcionasse, mas acaba sendo a coisa mais inútil do mundo, pq nada que vc tenta acessar funciona. Resumindo: nada de novo na velha operadora Vivo... Tradição em prestar um péssimo serviço.
188;January 20, 2025;Não serve para o vivo empresa. O atendente pediu para acessar o aplicativo mas só vale para celular e não para fixo como e meu caso. Esse lixo não presta! Preciso resolver um problema do meu vivo fibra. ( Não está funcionando nem internet nem telefone fixo)! Não consigo atendimento. Não consigo ligar para o O 10315 do meu celular que é da claro O watts de atendimento não fornece a opção que preciso! Como baixar o app se a internet é da vivo, o telefone fixo é da vivo e não estão funcionando????
189;June 02, 2022;gosto muito da vivo, pega em todos os lugares onde vou, acho um app excelente. Mas estou com um problema. paguei 3 contas atrasadas, porque tive uma queda nas minhas finanças. E até agora não liberaram meu sinal de Internet nem minha linha. Quero saber quando vão resolver isso??? 🤔 Obrigada!
190;September 21, 2018;Uma mer.... de aplicativo, trava, não é intuitivo, sumiu a transferência de internet, enfim a Vivo mais uma vez conseguiu enfiar pelo *. O pior que vai demorar pra arrumar e a gente tem que aguentar as respostinhas padrão. Só rindo mesmo.
191;November 12, 2020;Bem o app não funciona se não tiver conectado ao Wi-Fi. Não adianta vcs responderem com mensagens automáticas, já mandei e-mail com número print e nada foi resolvido e continua não funcionando na rede do aparelho.
192;May 21, 2023;Tá sempre dizendo que tá atualizando e as vezes quando preciso compartilhar internet, custa voltar,quase sempre acontece isso, estamos melhorando as coisas por aqui, tente mais tarde, isso com certeza é irritante e acontece sempre e outras coisas tmb,uma coisa a vivo tem de maravilhoso, eles são atenciosos,mandei minha reclamação e eles imediatamente responderam,obrigada pela atenção, mais eu gosto da vivo, estou à mais de 10 anos só com a vivo,não pretendo trocar,ainda é a melhor
193;January 10, 2025;Sério ,tava tudo bem até eu fazer outra recarga, estava com 500 MB e resolvi recarregar de novo 20 reais, mas minha internet acabou e a que eu coloquei também, sendo que foram 20 REAIS, não me importo com o preço mas onde foi parar esse dinheiro e a minha internet , bom muito ruim e não entendo o que aconteceu.
194;August 15, 2023;Quero abrir um chamado técnico e o app não está funcionando. Quando seleciono suporte a tela fica em branco. Minha tv está fora do ar e não consigo atendimento em nenhum dos canais (whatsapp, telefone e app). Péssimo serviço.
195;March 18, 2022;Não sei como, mas apagaram a minha avaliação, por isso reavalio... Sinal da operadora é bom, porém atendimento ao consumidor, para ser péssimo, precisa melhorar muito... Última vez que tentei falar com alguém da central, levei 4 horas de espera e depois caiu a ligação.
196;October 31, 2023;É muito. útil Sobre o compartilhamento dr dados móveis, poderia ser pra qualquer número da operadora. Eu tentei mandar pra minha madrasta mas não foi possível por não ser compatível mesmo sendo da mesma operadora. Não gostei da ideia de minha recarga, meu dinheiro, expirar sem que eu consiga beneficiar alguém dando utilidade ao dinheiro investido.
197;April 05, 2025;fácil de acessar e de configurar.
198;January 04, 2022;Lento a ponto de não conseguir utilizar. Não importa o quão boa é a conexão, toda vez que preciso de algum serviço pelo app, é certo que não vai funcionar ou vai ficar carregando por minutos. Ele sempre foi assim, surgem novas atualizações mas não muda isso.
0;October 10, 2022;Se tivesse como, daria -1 de tão ruim que é esse app! Hiper, mega lentoooooo! Como pode vcs da Vivo terem internet Fibra de ultra velocidade com um app da idade da pedra? Péssimo! Pra piorar a situação, ainda compraram a Oi Móvel e não dão conta de absorver os clientes dela e nem atender com a mesma qualidade que a Oi atendia, lamentável!
1;August 14, 2024;A última atualização deixou tudo péssimo. Simplesmente a central de faturas não exibe nenhuma fatura. Esse mês, recebi por email e não sei até agora se o pagamento compensou. Péssimo serviço. Volto a reafirmar o relatado. Não funciona. Prometem link por email e não mandam nada
2;August 15, 2022;App não funciona mais direito, contas aparecem atrasadas mesmo estando pagas.vc nunca consegue baixar o boleto do acordo .sempre mostra q vc não tem nenhum acordo , vc precisa ficar ligando pra vivo toda vez .antes quando era vivo fixo conseguia resolver TD pelo app. Nota zero pra esse novo, muitos bugs q acabam prejudicando a gente.
3;October 01, 2020;Ele exige uma internet muito boa para ter acesso e quando eu tento conpartilhar MB com meus amigos ele sempre ta com um problema... Na maioria das vezes sempre diz que está com um problema interno. Francamente que app bem ruim.
4;May 12, 2021;Cada vez mais complicado algo que deveria ser simples e objetivo, por favor tirem esse código de segurança pra enviar internet onde moro a cobertura da vivo e horrível pra pegar sinal pra receber um simples código que antes não existia e não fazia falta todo dia preciso compartilhar internet com minha esposa e esse app só piora cada dia mais .... Descompliquem oque não precisa ser complicado !!! Ou deixem a nosso critério escolher a senha pra compartilhamento de internet !!!!!!!
